Tweets_text,User_name,Source
In playoffs   ,scfccullen1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
    We can not trust Big Pharma  Please view    ,J35829835,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
ADH confirms 189 198 known cases of Covid 19 in Arkansas  an increase of 2 141 over Monday   The agency also confirms an ad ,dunekacke,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Canada had 121 covid 19 deaths reported yesterday  and 49 of them were from British Columbia  13  of our nat l population    I ,lilykittycat99,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
  Why the hell is there a shower cap on the microphone  Can it catch Covid   ,RedBeardLiberty,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
  I hate those rat bastard Covid stazis       ,wearyseadragon,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
  How does she know the person died of Covid ,amyselwyn,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Interesting application of hierarchical  bayesian networks to evaluate effectiveness of  covid responses   ,EbenEsterhuizen,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
I haven t always agreed with   on his Covid response but this is the best thing I ve read all day    People   ,JackHocking,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
The first Pfizer COVID 19 vaccine doses have been delivered and are being prepared   We expect the first immunizations in Albe ,EcoFashionByBG,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Study  Construction has the highest COVID 19 rate of nearly any industry  construction  ,ToyotaEquipment,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>"
Didn t he threaten to Dock nurse s pay  amp  didn t he take down the last government with his incompetence in the role of health ,John95570545,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Damn ALL GYMS IN BROCKTON SHUT DOWN DUE TO COVID RESTRICTIONS        ,zZ_King,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
fr this actually so annoying  i wish the internet provided examples of what certain symptoms look on brown dark   ,jungjaedimples,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
VP Pence is likely to receive a Covid 19 vaccine by the end of the week  according to 2 sources familiar with the m   ,NBCNews,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
COVID 19 Lockdown Tied to Increased Heavy Drinking    primarycare,PracUpPC,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
1  Selections from   covid columns  Early in the pandemic  people got obsessed with  cases  when the important metric ,liamdenning,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Paid sick leave is a racial justice issue  The vast majority of CT service plaza workers are Black and Brown  We know POC are ,ConnAFLCIO,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
  Remember this is all bollocks   Covid is measured using a flawed testing method that produces false po   ,B1G_BAZ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
  His claim that China was paying his counterproductive tariffs cost the US consumers billions of dollars  lo   ,MEHerlihy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,QuesnelNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,TheProgress,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,KitimatNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
Human behavior fascinates me  but not that way  She could have covid and simply passing it to others ,TBuzzered,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,SmithersNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
Hey  I m so sorry for all you ve been through  You are not alone,richardweiner,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Nessel   Bad Actors  Taking Advantage Of COVID 19 Scare  ,TroyPatch,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
  My beautiful experience of China tour during january  2020  before covid  In this video I h   ,criscrossin,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,AldergroveStar,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
Our economy cannot wait for widespread vaccination to be rolled out  Affordable  faster and scalable testing and the  Europ ,KylemoreHotel,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Bucs kicker Ryan Succop lands on COVID 19 list  ,Rotoworld_FB,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,CastlegarNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
Mayor  MLA call for transparency from NHA amid COVID surge in Fort St  James  ,100Mile,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
Today  the   FDA approved Ellume  COVID19 home Test that uses a nasal swab  It correctly identified 96  of      and 100  ,OncoReporte,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,HopeStandard,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
25 new COVID cases here  7 359 across state    ,EvanstonNow,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
  article quotes China state run media   Vicious partisan fighting has worsened in certain Western countries   ,jfurlan14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
6 Houston hospitals receive coronavirus vaccine  Six hospitals in Houston got long awaited COVID 19 vaccine deliver   ,cfcpac,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
does the covid vaccine come in mixed berry flavor ,ha_sca_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
 Great British Baking Show  judge Prue Leith  80  gets COVID 19 vaccine    ,news__eeuu,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,CoastMtNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,FortStJamesNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
COVID 19 continues to batter YXS    ,ckpgnews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,PeninsulaNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,NIGazette,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
Interesting application of hierarchical  bayesian networks to evaluate effectiveness of  covid responses  MachineLearn ,TheCuriousLuke,"<a href=""https://curiousluke.com"" rel=""nofollow"">RTML</a>"
Viral  Dreams  Skateboarder Nathan Apodaca Tests Positive for COVID  ,NewsDailyCeleb,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
There are 210 million people 63 5  of the U S  under 50  Those people are 3x more likely to die of lockdowns than COVID  T ,cpgooden13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
        He s also never had a true offseason  Injured his rookie year  Covid this year ,jacobbanders,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Of COVID   I completely missed this ,cinema_strikes,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Only On 7   I ll take you inside Day 1 of   s COVID 19 vaccine clinic for healthcare workers   The exclusiv ,InovaHealth,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,100Mile,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
Distribution Begins for First Covid 19 Vaccine Authorized in the United States    ,istockhistory,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
As we have with every step of the COVID response  CLM will be there to provide critical context to inform policy ma   ,childrensleague,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
  sg         That doesn t mean at psg he would make more money  He   ,pi3rredalord,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Seen some people slag him off for this  Idiots  The man is the World Champion and the ultimate crowd pleaser who ha   ,ferribyshep,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,GoldstreamNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
I am a nurse but I don t think I have wisdom in all areas like Trump  I don t tell my m ,wietzgj,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Viral  Dreams  Skateboarder Nathan Apodaca Tests Positive for COVID    ,moniquedib,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
 CYDY  OTCQB CytoDyn Inc   CYDY  OTCQB    CytoDyn Completes Enrollment for Phase 3 Registrational Trial for 390 Pat   ,otc_watch_news,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
 Canada  COVID19 Canada to receive early access to 168 thousand doses of Moderna COVID 19 vaccine  ,totimesnews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,SummerlandNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,SookeNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
Pediatrics    Leaders Encourage COVID 19 Vaccine Among Black Americans     Help by Sharing  ,arrowheadpeds,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,ArrowLakesNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
Khan  Wear Masks Outdoors  Don t Relax Corona Rules at Christmas   via  ,Hoya97,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Stimulus Package Update  A COVID Relief Deal May Be Within Reach    ,CBSDenver,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,VanderhoofNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
Bake Off s Prue Leith gets Covid vaccine in Oxfordshire    ,OxTweets,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
2 more COVID 19 deaths  6 more outbreaks in Waterloo Region    ,GlobalNational,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,VernonNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
Here are some startling statistics about COVID 19 cases in the United States  The U S  has now lost over 300 000 pe   ,cfcpac,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
  90  of news about covid and trump,EllenNerea,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
War veteran in Abbotsford dies of COVID three weeks after 100th birthday  ,CranTownsman,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
       Behave  He had some chips in the park on a walk near his house  You ve c   ,lukeshepherdson,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Vaccine arrives  Arizona set to start COVID 19 vaccinations this week amid accelerating crisis  The first shipments   ,BreakingLTNews,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
Rebuilding clinician mental health and well being after COVID 19    ,maxgattoni,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
I LOVE this  Baby  how  ya doin ,anaelisafoto,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
girlllll yessssss  Couple scary moments but at the end I survived lmao   noBabyComingSoonHere     ,ohsnaps09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Among those first in line for the COVID 19 vaccine in Massachusetts are correction workers and the nearly 13 000 pe   ,PrisonReformMvt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
